source_index,source_label,source_specialty,source_disease,Sensitivity,Specificity,Prevalence,reported_sample_size,tp,fp,fn,tn,PPV,NPV,Youden's J,H(parent),H(children),Entropy Removal,% Removed,LR+,LR-,Proportion of Positive Cases,Proportion of Negative Cases,Positive Child Entropy,Negative Child Entropy,data_source,confidence,study,cutoff,source_excel_row,source_correction,catalog_id,canonical_name,match_method,catalog_url,catalog_purpose,catalog_specialty,catalog_disease,calculator_key,confidence_group,evidence_group,sampling_design,integer_counts,count_total,sensitivity,specificity,prevalence,ppv,npv,youden_j,lr_positive,lr_negative,diagnostic_odds_ratio,parent_entropy_bits,positive_fraction,negative_fraction,positive_entropy_bits,negative_entropy_bits,conditional_entropy_bits,entropy_reduction_bits,entropy_removed_percent,parent_entropy_mm_bits,entropy_reduction_mm_bits,entropy_removed_mm_percent,positive_information_bits,negative_information_bits,positive_information_share_percent,negative_information_share_percent,information_contribution_pattern,included,exclusion_reason
223,NEXUS Head CT Instrument,"Critical Care, Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Internal Medicine, Neurology, Neurosurgery, Radiology, Surgery (Trauma)","Trauma, Traumatic Brain Injury",0.9895697523,0.2558393166,0.06516567545,11770.0,759.0,8188.0,8.0,2815.0,0.08483290488,0.9971661353,0.2454090688,0.3476182257,0.3252229174,0.02239530827,6.442501175,1.329779676,0.04076874446,0.06516567545,0.9348343246,0.4189833955,0.02806563888,v1_raw,high,"Mower et al., PLoS Med 2017",≥1 high-risk criterion,225,,10423.0,NEXUS Head CT Instrument,Exact,https://www.mdcalc.com/calc/10423/nexus-head-ct-instrument,Diagnosis,"Critical Care, Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Internal Medicine, Neurology, Neurosurgery, Radiology, Surgery (Trauma)","Trauma, Traumatic Brain Injury",mdcalc:10423,High,Count-based,Unclear,True,11770.0,0.9895697522816167,0.25583931655003184,0.06516567544604927,0.08483290488431877,0.9971661353170386,0.2454090688316486,1.3297796756661737,0.04076874445661508,32.61762640449442,0.3476182256742923,0.7601529311809686,0.23984706881903142,0.4189833954672548,0.028065638878750285,0.32522291740019044,0.022395308274101855,6.442501175149999,0.347679512634398,0.022334021313996123,6.423738098563615,0.0031977211808701536,0.019197587093231813,14.278531653739407,85.7214683462606,Negative-result dominant,True,
224,NINCDS-ADRDA Criteria for Alzheimer’s Disease,"Geriatrics, Hospitalist Medicine, Internal Medicine, Neurology, Palliative Care/Hospice, Psychiatry","Alzheimer's Disease, Dementia",0.83,0.84,0.6666666667,60.0,33.2,3.2,6.8,16.8,0.9120879121,0.7118644068,0.67,0.9182958341,0.6012851954,0.3170106387,34.52162439,5.1875,0.2023809524,0.6666666667,0.3333333333,0.429461972,0.8663006755,v1_literature_lit_prev,moderate,"Blacker et al., Reliability and Validity of NINCDS-ADRDA Criteria, Arch Neurol 1994",Post-Consensus,226,,10151.0,NINCDS-ADRDA Criteria for Alzheimer’s Disease,Exact,https://www.mdcalc.com/calc/10151/nincds-adrda-criteria-alzheimers-disease,Diagnosis,"Geriatrics, Hospitalist Medicine, Internal Medicine, Neurology, Palliative Care/Hospice, Psychiatry","Alzheimer's Disease, Dementia",mdcalc:10151,Moderate,Metric-reconstructed,Unclear,False,60.0,0.8300000000000001,0.8400000000000001,0.6666666666666666,0.9120879120879121,0.711864406779661,0.6700000000000002,5.187500000000003,0.20238095238095227,25.632352941176496,0.9182958340544896,0.6066666666666668,0.39333333333333337,0.4294619720471056,0.8663006754980496,0.601285195404477,0.31701063865001256,34.52162439312579,0.9303182927285643,0.30498817997593786,32.783207893443326,0.14767032072892405,0.16934031792108864,46.58213407530328,53.41786592469672,Balanced,True,
225,NINCDS-ADRDA Criteria for Alzheimer’s Disease,"Geriatrics, Hospitalist Medicine, Internal Medicine, Neurology, Palliative Care/Hospice, Psychiatry","Alzheimer's Disease, Dementia",0.81,0.73,0.6666666667,60.0,32.4,5.4,7.6,14.6,0.8571428571,0.6576576577,0.54,0.9182958341,0.7157595934,0.2025362407,22.05566367,3,0.2602739726,0.6666666667,0.3333333333,0.5916727786,0.9270425483,v1_literature_lit_prev,moderate,"Blacker et al., Reliability and Validity of NINCDS-ADRDA Criteria, Arch Neurol 1994",Pre-Consensus,227,,10151.0,NINCDS-ADRDA Criteria for Alzheimer’s Disease,Exact,https://www.mdcalc.com/calc/10151/nincds-adrda-criteria-alzheimers-disease,Diagnosis,"Geriatrics, Hospitalist Medicine, Internal Medicine, Neurology, Palliative Care/Hospice, Psychiatry","Alzheimer's Disease, Dementia",mdcalc:10151,Moderate,Metric-reconstructed,Unclear,False,60.0,0.8099999999999999,0.73,0.6666666666666666,0.8571428571428572,0.6576576576576577,0.54,2.9999999999999996,0.2602739726027398,11.526315789473678,0.9182958340544896,0.63,0.37,0.5916727785823273,0.9270425482501286,0.7157595933594136,0.20253624069507592,22.05566367439906,0.9303182927285643,0.19051378202100122,20.478344187153027,0.0857725249474622,0.11676371574761353,42.34922335533776,57.65077664466224,Balanced,True,
226,NIRUDAK Dehydration Score,"Primary Care, Emergency Medicine, Global Health",Dehydration,0.7777777778,0.6103896104,0.08728448276,928.0,63.0,330.0,18.0,517.0,0.1603053435,0.9663551402,0.3881673882,0.4273402288,0.391357405,0.03598282379,8.420181711,1.996296296,0.3640661939,0.08728448276,0.9127155172,0.6350395331,0.2123535239,v1_raw,high,"Barry/Levine et al., NIRUDAK derivation and internal validation",Simplified NIRUDAK score ≥4; outcome,228,,10593.0,NIRUDAK Score,Manual alias,https://www.mdcalc.com/calc/10593/novel-innovative-research-understanding-dehydration-adults-kids-nirudak-score,Prognosis,"Family Practice, Gastroenterology, Pediatric Subspecialty, Pediatrics, Primary Care","Child/Adolescent Functional GI Disorders, Clostridium Difficile Infection, Colitis, Dehydration, Gastroenteritis, Hyponatremia, Malnutrition, Public Health, Hypokalemia",mdcalc:10593,High,Count-based,Unclear,True,928.0,0.7777777777777778,0.6103896103896104,0.08728448275862069,0.16030534351145037,0.9663551401869159,0.38816738816738816,1.9962962962962962,0.36406619385342787,5.483333333333333,0.4273402287611639,0.4234913793103448,0.5765086206896551,0.6350395330941943,0.21235352394498994,0.39135740497477145,0.03598282378639245,8.420181711116854,0.4281175428995739,0.03520550964798245,8.223327969590075,0.016760185148448868,0.019222638637943386,46.57829315437726,53.42170684562274,Balanced,True,
227,Oakland Score for Safe Discharge After Lower GI Bleed,"Critical Care, Emergency Medicine, Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care, Radiology, Surgery (General)","Acute Pain, Bleeding/Hemorrhage, Gastroenteritis, Gastrointestinal Bleeding",0.9739512549,0.2329769274,0.5798723304,38067.0,21499.0,12267.0,575.0,3726.0,0.6367055618,0.8663101604,0.2069281823,0.9815132979,0.902685447,0.07882785089,8.031256536,1.26978091,0.1118082611,0.5798723304,0.4201276696,0.9453838849,0.5674714374,v1_raw,high,"Oakland et al., JAMA Network Open 2020",_<=8,229,,10042.0,Oakland Score for Safe Discharge After Lower GI Bleed,Exact,https://www.mdcalc.com/calc/10042/oakland-score-safe-discharge-lower-gi-bleed,"Prognosis, Treatment","Critical Care, Emergency Medicine, Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care, Radiology, Surgery (General)","Acute Pain, Bleeding/Hemorrhage, Gastroenteritis, Gastrointestinal Bleeding",mdcalc:10042,High,Count-based,Unclear,True,38067.0,0.9739512548699828,0.23297692740574,0.579872330364883,0.6367055618077356,0.8663101604278075,0.20692818227572274,1.2697809096874244,0.11180826110154728,11.356771826852537,0.9815132978672394,0.8870149998686526,0.11298500013134737,0.945383884914087,0.567471437365298,0.9026854469781493,0.07882785088909006,8.03125653624638,0.9815322472859076,0.0788089014704218,8.029170889529194,0.008610447737450061,0.0702174031516402,10.923103497474349,89.07689650252566,Negative-result dominant,True,
228,Osteoporosis Index of Risk (OSIRIS),"Emergency Medicine, Endocrinology, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Orthopedics, Primary Care","Fracture, Osteoporosis",0.3578947368,0.8111587983,0.2137232846,889.0,68.0,132.0,122.0,567.0,0.34,0.8229317852,0.1690535351,0.748539644,0.7301335797,0.01840606433,2.458929794,1.895215311,0.7915900863,0.2137232846,0.7862767154,0.924818705,0.6736212066,v1_raw,high,"Reginster et al., Rheumatol Int 2004",OSIRIS >−3 to ≤+1; outcome,230,,10542.0,Osteoporosis Index of Risk (OSIRIS),Exact,https://www.mdcalc.com/calc/10542/osteoporosis-index-risk-osiris,Prognosis,"Emergency Medicine, Endocrinology, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Orthopedics, Primary Care","Fracture, Osteoporosis",mdcalc:10542,High,Count-based,Unclear,True,889.0,0.35789473684210527,0.8111587982832618,0.21372328458942633,0.34,0.8229317851959361,0.16905353512536703,1.8952153110047842,0.7915900863269285,2.3941877794336803,0.7485396440375202,0.2249718785151856,0.7750281214848144,0.9248187049730301,0.6736212066303932,0.7301335797108515,0.018406064326668692,2.458929793937019,0.7493510585712035,0.017594649792985362,2.347984911976142,0.013730459184798576,0.00467560514187024,74.59747472958902,25.402525270410976,Positive-result dominant,True,
229,Osteoporosis Risk Assessment Instrument (ORAI),"Emergency Medicine, Endocrinology, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Orthopedics, Primary Care","Fracture, Osteoporosis",0.9333333333,0.4636363636,0.2666666667,450.0,112.0,177.0,8.0,153.0,0.3875432526,0.950310559,0.396969697,0.8366407419,0.7205797023,0.1160610396,13.87226725,1.740112994,0.1437908497,0.2666666667,0.7333333333,0.9631958083,0.2850762574,v1_raw,high,"Cadarette et al., CMAJ 2000",ORAI ≥9,231,,10541.0,Osteoporosis Risk Assessment Instrument (ORAI),Exact,https://www.mdcalc.com/calc/10541/osteoporosis-risk-assessment-instrument-orai,Prognosis,"Emergency Medicine, Endocrinology, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Orthopedics, Primary Care","Fracture, Osteoporosis",mdcalc:10541,High,Count-based,Unclear,True,450.0,0.9333333333333333,0.4636363636363636,0.26666666666666666,0.3875432525951557,0.9503105590062112,0.396969696969697,1.7401129943502824,0.14379084967320258,12.10169491525424,0.8366407419411672,0.6422222222222222,0.35777777777777775,0.9631958083306364,0.2850762574191156,0.720579702337848,0.11606103960331926,13.872267245082442,0.8382437364310439,0.11445804511344264,13.654506456650184,0.03201866005445838,0.08404237954886085,27.58777636655141,72.41222363344859,Negative-result dominant,True,
230,Ottawa Ankle Rule,"Emergency Medicine, Family Practice, Internal Medicine, Orthopedics, Primary Care, Rehabilitation Medicine","Fracture, Sprain/Strain, Trauma",1,0.237804878,0.1198568873,559.0,67.0,375.0,0.0,117.0,0.1515837104,1,0.237804878,0.5289493523,0.4853218443,0.04362750798,8.247955648,1.312,0,0.1198568873,0.8801431127,0.6137893913,0,v1_raw,high,"Plint et al., Validation of the Ottawa Ankle Rules in Children With Ankle Injuries, Acad Emerg Med 1999",≥1 Ottawa ankle-zone criterion,232,,1670.0,Ottawa Ankle Rule,Exact,https://www.mdcalc.com/calc/1670/ottawa-ankle-rule,Diagnosis,"Emergency Medicine, Family Practice, Internal Medicine, Orthopedics, Primary Care, Rehabilitation Medicine","Fracture, Sprain/Strain, Trauma",mdcalc:1670,High,Count-based,Unclear,True,559.0,1.0,0.23780487804878048,0.11985688729874776,0.1515837104072398,1.0,0.23780487804878048,1.312,0.0,inf,0.5289493522929634,0.7906976744186046,0.20930232558139536,0.61378939133852,0.0,0.4853218443141785,0.04362750797878484,8.247955648241602,0.5302397771953685,0.04362750797878484,8.22788290413568,0.005076119431446404,0.03855138854733843,11.635134956401398,88.3648650435986,Negative-result dominant,True,
231,Ottawa Knee Rule,"Emergency Medicine, Family Practice, Internal Medicine, Orthopedics, Primary Care, Surgery (Trauma)","Fracture, Sprain/Strain, Trauma",1,0.4801247077,0.01484514973,3907.0,58.0,2001.0,0.0,1848.0,0.02816901408,1,0.4801247077,0.1114246905,0.09756126978,0.01386342074,12.44196477,1.923538231,0,0.01484514973,0.9851548503,0.1851247601,0,v2_llm_event_counts,high,Prospective implementation study in teaching and community emergency departments,"Any of: Age ≥55, isolated patella tenderness, fibula head tenderness, inability to flex to 90°, inability to bear weight",233,,368.0,Ottawa Knee Rule,Exact,https://www.mdcalc.com/calc/368/ottawa-knee-rule,"Diagnosis, Rule Out","Emergency Medicine, Family Practice, Internal Medicine, Orthopedics, Primary Care, Surgery (Trauma)","Fracture, Sprain/Strain, Trauma",mdcalc:368,High,Count-based,Unclear,True,3907.0,1.0,0.48012470771628996,0.0148451497312516,0.028169014084507043,1.0,0.48012470771629,1.9235382308845579,0.0,inf,0.11142469052067913,0.5270028154594318,0.4729971845405682,0.1851247601005459,0.0,0.09756126978423958,0.01386342073643955,12.441964767105778,0.11160932003704578,0.01386342073643955,12.421382669330796,0.0036572840789023163,0.010206136657537179,26.380820061886055,73.61917993811394,Negative-result dominant,True,
232,Ottawa Subarachnoid Hemorrhage (SAH) Rule for Headache Evaluation,"Critical Care (Neurologic), Emergency Medicine, Neurology, Neurosurgery",Subarachnoid Hemorrhage,1,0.153023007,0.06503251626,1999.0,130.0,1583.0,0.0,286.0,0.07589025102,1,0.153023007,0.3471063479,0.3320855219,0.01502082597,4.327442024,1.180669615,0,0.06503251626,0.9349674837,0.3875300399,0,v2_llm_event_counts,medium,Prospective validation study of Ottawa SAH Rule at 10 sites,"Presence of any Ottawa SAH Rule criteria (age ≥40, neck pain/stiffness, witnessed LOC, onset during exertion, thunderclap headache, limited neck flexion)",234,,3875.0,Ottawa Subarachnoid Hemorrhage (SAH) Rule for Headache Evaluation,Exact,https://www.mdcalc.com/calc/3875/ottawa-subarachnoid-hemorrhage-sah-rule-for-headache-evaluation,Rule Out,"Critical Care (Neurologic), Emergency Medicine, Neurology, Neurosurgery",Subarachnoid Hemorrhage,mdcalc:3875,Moderate,Count-based,Unclear,True,1999.0,1.0,0.15302300695559123,0.06503251625812906,0.07589025102159953,1.0,0.15302300695559135,1.180669614655717,0.0,inf,0.3471063478684898,0.8569284642321161,0.14307153576788395,0.38753003986049817,0.0,0.33208552190146745,0.015020825967022366,4.32744202440037,0.3474672020558057,0.015020825967022366,4.322947857567839,0.0011411840171233769,0.013879641949899114,7.597345309963657,92.40265469003634,Negative-result dominant,True,
233,Palchak (UC Davis) Rule for Pediatric Head Trauma,"Critical Care (Neurologic), Critical Care (Pediatric), Emergency Medicine, Neurology, Neurosurgery, Pediatrics, Radiology",Trauma,0.9887640449,0.2669138091,0.07619863014,1168.0,88.0,791.0,1.0,288.0,0.1001137656,0.9965397924,0.255677854,0.388641102,0.3614547517,0.02718635032,6.995232924,1.348769159,0.04209581773,0.07619863014,0.9238013699,0.4693561184,0.03327031774,v1_raw,high,"Palchak et al., Clinician Judgment Versus a Decision Rule for Identifying Children at Risk of TBI on CT, Ann Emerg Med. 2009",≥1 Palchak predictor,235,,3955.0,Palchak (UC Davis) Rule for Pediatric Head Trauma,Exact,https://www.mdcalc.com/calc/3955/palchak-uc-davis-rule-pediatric-head-trauma,"Diagnosis, Rule Out","Critical Care (Neurologic), Critical Care (Pediatric), Emergency Medicine, Neurology, Neurosurgery, Pediatrics, Radiology",Trauma,mdcalc:3955,High,Count-based,Unclear,True,1168.0,0.9887640449438202,0.2669138090824838,0.0761986301369863,0.10011376564277588,0.9965397923875432,0.25567785402630405,1.3487691586528219,0.0420958177278403,32.040455120101065,0.38864110198482926,0.752568493150685,0.24743150684931506,0.4693561184448142,0.03327031774155792,0.36145475166121743,0.02718635032361183,6.995232924353188,0.38925869404000435,0.02656875826843676,6.825475878955261,0.004043844154519847,0.023142506169092057,14.874538532697773,85.12546146730223,Negative-result dominant,True,
234,PECARN Pediatric Head Injury/Trauma Algorithm,"Emergency Medicine, Family Practice, Neurology, Pediatrics, Primary Care, Surgery (General), Surgery (Trauma)",Trauma,1,0.5450394355,0.007825370675,2428.0,19.0,1096.0,0.0,1313.0,0.01704035874,1,0.5450394355,0.06600434603,0.05716615673,0.008838189303,13.39031418,2.197992701,0,0.007825370675,0.9921746293,0.1244837924,0,v1_raw,high,"Schonfeld et al., PECARN Head Injury Clinical Prediction Rules Are Reliable in Practice, Arch Dis Child. 2014",≥1 age-specific PECARN predictor,236,,589.0,PECARN Pediatric Head Injury/Trauma Algorithm,Exact,https://www.mdcalc.com/calc/589/pecarn-pediatric-head-injury-trauma-algorithm,"Algorithm, Rule Out","Emergency Medicine, Family Practice, Neurology, Pediatrics, Primary Care, Surgery (General), Surgery (Trauma)",Trauma,mdcalc:589,High,Count-based,Unclear,True,2428.0,1.0,0.5450394354503943,0.007825370675453048,0.017040358744394617,1.0,0.5450394354503945,2.197992700729927,0.0,inf,0.06600434602837406,0.4592257001647446,0.5407742998352554,0.12448379240393122,0.0,0.05716615672585803,0.00883818930251603,13.39031417524636,0.0663014413827581,0.00883818930251603,13.330312461071816,0.0027090382371953436,0.00612915106532075,30.65150727676927,69.34849272323073,Negative-result dominant,True,
235,PECARN Pediatric Intra-Abdominal Injury (IAI) Algorithm,"Critical Care (Pediatric), Emergency Medicine, Pediatric Subspecialty, Pediatrics, Surgery (Trauma)","Acute Pain, Fracture, Trauma",0.9704433498,0.4249641078,0.01685486549,12044.0,197.0,6809.0,6.0,5032.0,0.02811875535,0.9988090512,0.3954074575,0.1233971504,0.1130951409,0.01030200944,8.348660732,1.687622221,0.06955093314,0.01685486549,0.9831451345,0.1848679455,0.01328563936,v2_llm_event_counts,high,"Holmes et al., Identifying Children at Very Low Risk of Clinically Important Blunt Abdominal Injuries, Ann Emerg Med.",very low risk classification (zero predictive variables),237,,3971.0,PECARN Pediatric Intra-Abdominal Injury (IAI) Algorithm,Exact,https://www.mdcalc.com/calc/3971/pecarn-pediatric-intra-abdominal-injury-iai-algorithm,Rule Out,"Critical Care (Pediatric), Emergency Medicine, Pediatric Subspecialty, Pediatrics, Surgery (Trauma)","Acute Pain, Fracture, Trauma",mdcalc:3971,High,Count-based,Unclear,True,12044.0,0.9704433497536946,0.42496410776116883,0.01685486549319163,0.028118755352554953,0.9988090512107979,0.3954074575148634,1.6876222212415182,0.06955093314119674,24.264551818671396,0.12339715038608244,0.5817004317502491,0.4182995682497509,0.18486794554197278,0.01328563936208761,0.11309514094763025,0.010302009438452192,8.348660731807403,0.12345704307293436,0.010242116751600276,8.296097570998498,0.00267877015593288,0.007623239282519246,26.00240440408048,73.99759559591952,Negative-result dominant,True,
236,Pediatric Appendicitis Score (PAS),"Emergency Medicine, Family Practice, Pediatrics, Surgery (General)",Appendicitis,0.9850187266,0.9441535777,0.3178571429,840.0,263.0,32.0,4.0,541.0,0.8915254237,0.9926605505,0.9291723043,0.9020359401,0.2145509453,0.6874849948,76.21481188,17.63799157,0.01586741158,0.3178571429,0.6821428571,0.4952976046,0.06258715719,v2_llm_event_counts,high,Shah and colleagues prospective validation study using diagnostic algorithm,,238,,3926.0,Pediatric Appendicitis Score (PAS),Exact,https://www.mdcalc.com/calc/3926/pediatric-appendicitis-score-pas,"Diagnosis, Rule Out","Emergency Medicine, Family Practice, Pediatrics, Surgery (General)",Appendicitis,mdcalc:3926,High,Count-based,Unclear,True,840.0,0.9850187265917603,0.944153577661431,0.31785714285714284,0.8915254237288136,0.9926605504587156,0.9291723042531914,17.637991573033702,0.015867411576564454,1111.5859374999968,0.9020359401205471,0.35119047619047616,0.6488095238095238,0.4952976046428458,0.06258715718666108,0.2145509452813926,0.6874849948391545,76.21481187848012,0.9028946871686953,0.6866262477910063,76.04721320757072,0.3647977164140703,0.32268727842508427,53.06264415260718,46.93735584739282,Balanced,True,
237,Pediatric NEXUS II Head CT Decision Instrument,"Emergency Medicine, Pediatric Emergency Medicine",Trauma,0.9795918367,0.3395252838,0.04813359528,1018.0,48.0,640.0,1.0,329.0,0.06976744186,0.996969697,0.3191171205,0.2784150688,0.2563504908,0.02206457803,7.925066025,1.483163265,0.06010793375,0.04813359528,0.9518664047,0.3650551896,0.02971766407,v1_raw,high,"Gupta et al., Validation of the Pediatric NEXUS II Head CT Decision Instrument, Acad Emerg Med. 2018",≥1 NEXUS Head CT high-risk criterion,239,,10078.0,Pediatric NEXUS II,Manual alias,https://www.mdcalc.com/calc/10078/pediatric-nexus-ii-head-ct-decision-instrument-blunt-trauma,Treatment,"Critical Care, Critical Care (Neurologic), Critical Care (Pediatric), Emergency Medicine, Neurology, Pediatrics, Radiology, Surgery (Trauma)",Trauma,mdcalc:10078,High,Count-based,Unclear,True,1018.0,0.9795918367346939,0.3395252837977296,0.0481335952848723,0.06976744186046512,0.996969696969697,0.31911712053242347,1.4831632653061224,0.06010793375100807,24.674999999999972,0.2784150688076611,0.6758349705304518,0.3241650294695481,0.3650551896402848,0.029717664067347795,0.25635049078068833,0.02206457802697276,7.925066025149574,0.2791236616568207,0.02135598517781315,7.651083770916594,0.004397995721395342,0.01766658230557734,19.932380832386773,80.06761916761323,Negative-result dominant,True,
238,PedSRC Blunt Abdominal Trauma Rule,"Pediatric Emergency Medicine, general Emergency Medicine, Pediatric Surgery, General Trauma Surgery",Trauma,0.9744680851,0.3868181818,0.09650924025,2435.0,229.0,1349.0,6.0,851.0,0.1451204056,0.9929988331,0.3612862669,0.4578314529,0.4083856981,0.04944575477,10.79999079,1.589199249,0.06600495037,0.09650924025,0.9034907598,0.5974931837,0.06018078296,v2_llm_event_counts,High,"Arbra CA, Vogel AM, Plumblee L, et al. External validation of a five-variable clinical prediction rule for identifying children at very low risk for intra-abdominal injury after blunt abdominal trauma. J Trauma Acute Care Surg. 2018;85(1):71–77. doi:10.1097/TA.0000000000001933. PMID: 29659473.",Rule positive if ≥1 of the five PedSRC predictors is present; very low risk only when all five are absent,240,,,PedSRC Blunt Abdominal Trauma Rule,Manual alias,,,,,external:pedsrc blunt abdominal trauma rule,High,Count-based,Unclear,True,2435.0,0.9744680851063829,0.38681818181818184,0.09650924024640657,0.14512040557667935,0.9929988331388565,0.3612862669245649,1.5891992492468812,0.06600495037127793,24.07697059550281,0.4578314528837813,0.6480492813141684,0.3519507186858316,0.5974931837261246,0.060180782958379433,0.4083856981171071,0.04944575476667418,10.79999079469662,0.458127694165278,0.04914951348517747,10.72834367167637,0.011143441341752295,0.03830231342492193,22.536699852871568,77.46330014712844,Negative-result dominant,True,
239,PedSRC Blunt Abdominal Trauma Rule,"Pediatric Emergency Medicine, general Emergency Medicine, Pediatric Surgery, General Trauma Surgery",Trauma,1,0.3608421053,0.02464065708,2435.0,60.0,1518.0,0.0,857.0,0.03802281369,1,0.3608421053,0.1667578203,0.1510941409,0.01566367945,9.393070394,1.56455863,0,0.02464065708,0.9753593429,0.2331522389,0,v2_llm_event_counts,High,"Arbra CA, Vogel AM, Plumblee L, et al. External validation of a five-variable clinical prediction rule for identifying children at very low risk for intra-abdominal injury after blunt abdominal trauma. J Trauma Acute Care Surg. 2018;85(1):71–77. doi:10.1097/TA.0000000000001933. PMID: 29659473.",Positive if ≥1 PedSRC predictor is present; very low risk only when all five predictors are absent_Intrabdominal injury receiving an acute intervention (IAI-I),241,,,PedSRC Blunt Abdominal Trauma Rule,Manual alias,,,,,external:pedsrc blunt abdominal trauma rule,High,Count-based,Unclear,True,2435.0,1.0,0.3608421052631579,0.024640657084188913,0.03802281368821293,1.0,0.36084210526315785,1.564558629776021,0.0,inf,0.16675782032186745,0.6480492813141684,0.3519507186858316,0.2331522389252526,0.0,0.15109414087229922,0.01566367944956823,9.39307039354136,0.16705406160336417,0.01566367944956823,9.376413419242954,0.0029954741738082913,0.012668205275759934,19.123694298346113,80.87630570165389,Negative-result dominant,True,
240,Penicillin Allergy Decision Rule (PEN-FAST),"Allergy and Immunology, Dermatology",Allergy,0.9677419355,0.3375,0.4366197183,142.0,60.0,53.0,2.0,27.0,0.5309734513,0.9310344828,0.3052419355,0.9883779728,0.8675104875,0.1208674853,12.22887282,1.460742544,0.09557945042,0.4366197183,0.5633802817,0.9972301144,0.3620512517,v2_llm_event_counts,Moderate,"Piotin A, Godet J, Trubiano JA, et al. Predictive factors of amoxicillin immediate hypersensitivity and validation of PEN-FAST clinical decision rule. Ann Allergy Asthma Immunol. 2022;128(1):27–32. doi:10.1016/j.anai.2021.07.005. PMID: 34271183.",PEN-FAST ≥3 predicts higher allergy risk; PEN-FAST <3 indicates low risk,242,,10422.0,Penicillin Allergy Decision Rule (PEN-FAST),Exact,https://www.mdcalc.com/calc/10422/penicillin-allergy-decision-rule-pen-fast,Prognosis,"Allergy and Immunology, Dermatology",Allergy,mdcalc:10422,Moderate,Count-based,Unclear,True,142.0,0.967741935483871,0.3375,0.43661971830985913,0.5309734513274337,0.9310344827586207,0.3052419354838709,1.4607425441265978,0.09557945041816,15.283018867924543,0.9883779727795041,0.795774647887324,0.20422535211267606,0.9972301143765978,0.362051251733998,0.8675104874988838,0.1208674852806203,12.228872820862073,0.9934578848953103,0.1157875731648141,11.655005705351636,0.020566576952329736,0.10030090832829083,17.01580611574728,82.98419388425272,Negative-result dominant,True,
241,PERC Rule for Pulmonary Embolism,"Cardiology, Critical Care, Emergency Medicine, Family Practice, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Primary Care, Pulmonology, Surgery (General)",Venous thromboembolism or death within 45 days,0.9740680713,0.21938572,0.07581715409,8138.0,601.0,5871.0,16.0,1650.0,0.09286155748,0.9903961585,0.1934537913,0.3872663917,0.3706554807,0.01661091101,4.289272543,1.247822511,0.1182024459,0.07581715409,0.9241828459,0.4459498792,0.07815527236,v2_llm_event_counts,High,"Kline JA, Courtney DM, Kabrhel C, et al. Prospective multicenter evaluation of the pulmonary embolism rule-out criteria. J Thromb Haemost. 2008;6(5):772–780. doi:10.1111/j.1538-7836.2008.02944.x. PMID: 18318689.",Low clinical suspicion (<15%) and all eight PERC criteria negative,243,,347.0,PERC Rule for Pulmonary Embolism,Exact,https://www.mdcalc.com/calc/347/perc-rule-pulmonary-embolism,"Diagnosis, Rule Out","Cardiology, Critical Care, Emergency Medicine, Family Practice, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Primary Care, Pulmonology, Surgery (General)","Deep Venous Thrombosis, Pulmonary Embolism",mdcalc:347,High,Count-based,Unclear,True,8138.0,0.9740680713128039,0.21938571998404469,0.07581715409191447,0.09286155747836836,0.9903961584633854,0.1934537912968486,1.2478225113853856,0.11820244585236463,10.556655595298945,0.3872663916759391,0.7952813959203735,0.20471860407962644,0.44594987916339907,0.07815527235849844,0.3706554806702847,0.016610911005654427,4.289272542801567,0.38735503108616826,0.016522271595425318,4.265407770513736,0.002231239190559107,0.014379671815095267,13.43237098675433,86.56762901324566,Negative-result dominant,True,
