source_index,source_excel_row,calculator_key,catalog_id,canonical_name,catalog_url,source_label,source_disease,study,cutoff,catalog_purpose,sampling_design,data_source,provenance,confidence,confidence_group,evidence_group,exact_outcome_note,N,tp,fp,fn,tn,n_negative,negative_fraction,observed_prevalence,post_negative_risk,post_negative_risk_lo,post_negative_risk_hi,lowest_ruleout_threshold_supported
77,79,mdcalc:40,40,CHADS₂ Score for Atrial Fibrillation Stroke Risk,https://www.mdcalc.com/calc/40/chads2-score-atrial-fibrillation-stroke-risk,CHADS₂ Score for Atrial Fibrillation Stroke Risk,Ischemic stroke in nonrheumatic atrial fibrillation,"Gage et al., 2001",CHADS₂ ≥2,"Prognosis, Treatment",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1733,75,1075,19,564,583,0.3364108482,0.05424120023,0.03259005146,0.02096151561,0.0503379098,0.1
78,80,mdcalc:3953,3953,CHALICE (Children's Head injury ALgorithm for the prediction of Important Clinical Events) Rule,https://www.mdcalc.com/calc/3953/chalice-childrens-head-injury-algorithm-prediction-important-clinical-events-rule,CHALICE (Children's Head Injury Algorithm for the Prediction of Important Clinical Events) Rule,Clinically significant intracranial injury after pediatric head injury,"Babl et al., 2017",Any CHALICE criterion present,"Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,20029,370,4303,31,15325,15356,0.766688302,0.02002096959,0.002018754884,0.001422620204,0.002863977349,0.005
79,81,mdcalc:10425,10425,Chemotherapy Risk Assessment Scale for High-Age Patients (CRASH) Score,https://www.mdcalc.com/calc/10425/chemotherapy-risk-assessment-scale-high-age-patients-crash-score,Chemotherapy Risk Assessment Scale for High-Age Patients (CRASH) Score,Severe chemotherapy toxicity,"Frelaut et al., 2023",Combined CRASH score ≥7,Treatment,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,165,49,41,41,34,75,0.4545454545,0.5454545455,0.5466666667,0.4344837385,0.6543020362,
80,82,mdcalc:340,340,Child-Pugh Score for Cirrhosis Mortality,https://www.mdcalc.com/calc/340/child-pugh-score-cirrhosis-mortality,Child-Pugh Score for Cirrhosis Mortality,Mortality after cardiac surgery in patients with cirrhosis,"Suman et al., 2004",Child-Pugh score >7,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,44,6,3,1,34,35,0.7954545455,0.1590909091,0.02857142857,0.005061491855,0.1453308723,0.2
81,83,mdcalc:3952,3952,CHIP (CT in Head Injury Patients) Prediction Rule,https://www.mdcalc.com/calc/3952/chip-ct-head-injury-patients-prediction-rule,CHIP (CT in Head Injury Patients) Prediction Rule,Intracranial traumatic finding after minor head injury,"Foks et al., 2018",Any major criterion or ≥2 minor criteria,"Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,4557,383,3253,24,897,921,0.2021066491,0.08931314461,0.02605863192,0.01757288651,0.03848154133,0.05
82,84,mdcalc:4009,4009,Cincinnati Prehospital Stroke Severity Scale (CP-SSS),https://www.mdcalc.com/calc/4009/cincinnati-prehospital-stroke-severity-scale-cp-sss,Cincinnati Prehospital Stroke Severity Scale (CP-SSS),Stroke / Transient Ischemic Attack (TIA),"Kummer et al., External Validation of the Cincinnati Prehospital Stroke Severity Scale. 2016.",CP-SSS ≥2,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,664,56,77,24,507,531,0.7996987952,0.1204819277,0.04519774011,0.03055825057,0.06637039616,0.1
83,85,mdcalc:1736,1736,CIWA-Ar for Alcohol Withdrawal,https://www.mdcalc.com/calc/1736/ciwa-ar-alcohol-withdrawal,CIWA-Ar for Alcohol Withdrawal,Alcohol and sedative withdrawal,"Elefante et al., 2020",CIWA-Ar ≥8,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,35,9,2,10,14,24,0.6857142857,0.5428571429,0.4166666667,0.2446760261,0.6116533413,
84,86,mdcalc:3939,3939,CKD-EPI Equations for Glomerular Filtration Rate (GFR),https://www.mdcalc.com/calc/3939/ckd-epi-equations-glomerular-filtration-rate-gfr,CKD-EPI Equations for Glomerular Filtration Rate (GFR),Reduced GFR/Chronic Kidney Disease,"Levey et al., 2009",2009 CKD-EPI eGFR <60 versus measured GFR <60 mL/min/1.73 m²,Formula,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,3896,1640,272,162,1822,1984,0.5092402464,0.4625256674,0.08165322581,0.07039675154,0.0945265915,0.1
85,87,mdcalc:10240,10240,CLIF-C ACLF (Acute-on-Chronic Liver Failure),https://www.mdcalc.com/calc/10240/clif-c-aclf-acute-chronic-liver-failure,CLIF-C ACLF (Acute-on-Chronic Liver Failure),28-day mortality in ACLF grade 3,"Engelmann et al., 2018",CLIF-C ACLF ≥70 at 48 hours; 28-day mortality,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,68,15,0,34,19,53,0.7794117647,0.7205882353,0.641509434,0.5069114156,0.7569804745,
86,88,mdcalc:10160,10160,Clinical Dementia Rating (CDR) Scale,https://www.mdcalc.com/calc/10160/clinical-dementia-rating-cdr-scale,Clinical Dementia Rating (CDR) Scale,Dementia,"Karam et al., 2018",Arabic CDR global score ≥1,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,132,65,2,10,55,65,0.4924242424,0.5681818182,0.1538461538,0.08577094067,0.2605531964,
87,89,mdcalc:2177,2177,Clinical Disease Activity Index (CDAI) for Rheumatoid Arthritis,https://www.mdcalc.com/calc/2177/clinical-disease-activity-index-cdai-rheumatoid-arthritis,Clinical Disease Activity Index (CDAI) for Rheumatoid Arthritis,High rheumatoid arthritis disease activity,"Arya et al., 2007",CDAI >21 versus DAS28 >5.1,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,100,73,3,7,17,24,0.24,0.8,0.2916666667,0.149146482,0.4916769366,
88,90,mdcalc:3997,3997,Clinical Index of Stable Febrile Neutropenia (CISNE),https://www.mdcalc.com/calc/3997/clinical-index-stable-febrile-neutropenia-cisne,Clinical Index of Stable Febrile Neutropenia (CISNE),Serious complications in stable febrile neutropenia,"Moon et al., 2018",CISNE ≥3,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,299,40,79,30,150,180,0.602006689,0.2341137124,0.1666666667,0.1193117993,0.227951866,
89,91,mdcalc:3278,3278,Clinical Pulmonary Infection Score (CPIS) for Ventilator-Associated Pneumonia (VAP),https://www.mdcalc.com/calc/3278/clinical-pulmonary-infection-score-cpis-ventilator-associated-pneumonia-vap,Clinical Pulmonary Infection Score (CPIS) for Ventilator-Associated Pneumonia (VAP),Ventilator-associated pneumonia,"Papazian et al., 1995",CPIS >6; histopathologic pneumonia reference,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,38,13,3,5,17,22,0.5789473684,0.4736842105,0.2272727273,0.1012303999,0.4343995318,
90,92,mdcalc:10061,10061,Color Vision Screening (Ishihara Test),https://www.mdcalc.com/calc/10061/color-vision-screening-ishihara-test,Color Vision Screening (Ishihara Test),Red–green color-vision deficiency,"van Staden et al., 2018",Digital 38-plate Ishihara test: ≥9 errors,Diagnosis,Unclear,v1_raw,human-extracted,Low,Low,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,120,3,0,0,117,117,0.975,0.025,0,0,0.03178924566,0.05
91,93,mdcalc:10169,10169,Columbia Suicide Severity Rating Scale (C-SSRS),https://www.mdcalc.com/calc/10169/columbia-suicide-severity-rating-scale-c-ssrs,Columbia Suicide Severity Rating Scale (C-SSRS),Depression/Suicidality,"Mundt et al., Prediction of Suicidal Behavior… by the Electronic C-SSRS. J Clin Psychiatry, 2013.",Any positive suicidal-ideation or behavior report,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,3776,121,863,60,2732,2792,0.7394067797,0.04793432203,0.02148997135,0.01673220721,0.02756267168,0.05
92,94,mdcalc:1870,1870,Confusion Assessment Method for the ICU (CAM-ICU),https://www.mdcalc.com/calc/1870/confusion-assessment-method-icu-cam-icu,Confusion Assessment Method for the ICU (CAM-ICU),Delirium,"Ely et al., Delirium in mechanically ventilated patients: validity and reliability of the CAM-ICU. JAMA, 2001.",Features 1 + 2 + either 3 or 4 present,"Algorithm, Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,37,21,1,1,14,15,0.4054054054,0.5945945946,0.06666666667,0.01186689549,0.2981652987,
93,95,mdcalc:10161,10161,COPD Assessment Test (CAT),https://www.mdcalc.com/calc/10161/copd-assessment-test-cat,COPD Assessment Test (CAT),Chronic obstructive pulmonary disease,"Al Wachami et al., 2024",CAT ≥10 versus spirometry-confirmed COPD,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,477,25,27,7,418,425,0.8909853249,0.06708595388,0.01647058824,0.008000755983,0.03360310123,0.05
94,96,mdcalc:10172,10172,Cornell Assessment of Pediatric Delirium (CAPD),https://www.mdcalc.com/calc/10172/cornell-assessment-pediatric-delirium-capd,Cornell Assessment of Pediatric Delirium (CAPD),Postoperative pediatric delirium,"Hong et al., 2021",CAPD ≥9,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,170,20,3,3,144,147,0.8647058824,0.1352941176,0.02040816327,0.006964513335,0.05827921274,0.1
95,97,mdcalc:10354,10354,COVID Home Safely Now (CHOSEN) Risk Score for COVID-19,https://www.mdcalc.com/calc/10354/covid-home-safely-now-chosen-risk-score-covid-19,COVID Home Safely Now (CHOSEN) Risk Score for COVID-19,"COVID-19 disease progression (invasive ventilation, ICU admission, or death)","Wolfisberg et al., 2022",CHOSEN ≤30,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,380,64,71,56,189,245,0.6447368421,0.3157894737,0.2285714286,0.1804206138,0.2851025324,
96,98,mdcalc:10303,10303,COVID-GRAM Critical Illness Risk Score,https://www.mdcalc.com/calc/10303/covid-gram-critical-illness-risk-score,COVID-GRAM Critical Illness Risk Score,Critical COVID-19 illness,"Armiñanzas et al., 2021",High risk: predicted risk ≥40.4%,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,523,59,63,51,350,401,0.7667304015,0.2103250478,0.1271820449,0.09807250434,0.163366774,0.2
97,99,mdcalc:10604,10604,CRB-65 Score for Pneumonia Severity,https://www.mdcalc.com/calc/10604/crb-65-score-for-pneumonia-severity-crb-65,CRB-65 Score for Pneumonia Severity,30-day mortality in community-acquired pneumonia,"Pflug et al., 2014",CRB-65 ≥1,Algorithm,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,553,56,410,3,84,87,0.157323689,0.1066907776,0.03448275862,0.01179582053,0.09654082387,0.1
98,100,mdcalc:2144,2144,Critical Care Pain Observation Tool (CPOT),https://www.mdcalc.com/calc/2144/critical-care-pain-observation-tool-cpot,Critical Care Pain Observation Tool (CPOT),"Anxiety, Delirium, Dementia","Gélinas et al., Sensitivity and specificity of the CPOT for detection of pain in intubated adults after cardiac surgery. 2009.",CPOT >2 (equivalent to ≥3),"Diagnosis, Treatment",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,97,68,4,11,14,25,0.2577319588,0.8144329897,0.44,0.2666563888,0.6293266813,
99,101,mdcalc:1784,1784,CRUSADE Score for Post-MI Bleeding Risk,https://www.mdcalc.com/calc/1784/crusade-score-post-mi-bleeding-risk,CRUSADE Score for Post-MI Bleeding Risk,In-hospital major bleeding during acute coronary syndrome,"Correia et al., 2015",CRUSADE >31,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,519,28,330,3,158,161,0.3102119461,0.05973025048,0.01863354037,0.006356993493,0.05334557703,0.1
100,102,mdcalc:10300,10300,CSHA Clinical Frailty Scale (CFS),https://www.mdcalc.com/calc/10300/csha-clinical-frailty-scale-cfs,CSHA Clinical Frailty Scale (CFS),Frailty in community-dwelling older adults,"Sukkriang & Punsawad, 2020",CFS ≥5,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,214,14,3,11,186,197,0.9205607477,0.1168224299,0.05583756345,0.03146151784,0.09720444074,0.1
101,103,mdcalc:324,324,CURB-65 Score for Pneumonia Severity,https://www.mdcalc.com/calc/324/curb-65-score-pneumonia-severity,CURB-65 Score for Pneumonia Severity,30-day mortality in community-acquired pneumonia,"Pflug et al., 2014",CURB-65 ≥2,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,553,50,292,9,202,211,0.3815551537,0.1066907776,0.04265402844,0.02260014097,0.07906300608,0.1
102,104,mdcalc:10428,10428,Current Opioid Misuse Measure (COMM),https://www.mdcalc.com/calc/10428/current-opioid-misuse-measure-comm,Current Opioid Misuse Measure (COMM),Current aberrant opioid-related behavior,"Butler et al., 2010",COMM ≥9,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,226,52,44,21,109,130,0.5752212389,0.3230088496,0.1615384615,0.1081511942,0.234354478,
103,105,mdcalc:10098,10098,Danger Assessment Tool for Domestic Abuse,https://www.mdcalc.com/calc/10098/danger-assessment-tool-domestic-abuse,Danger Assessment Tool for Domestic Abuse,Intimate partner femicide or attempted femicide,"Campbell et al., 2009",≥14 points (severe or extreme danger),Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,499,123,47,33,296,329,0.6593186373,0.3126252505,0.1003039514,0.07231620439,0.1375178081,0.2
104,106,mdcalc:4018,4018,DECAF Score for Acute Exacerbation of COPD,https://www.mdcalc.com/calc/4018/decaf-score-acute-exacerbation-copd,DECAF Score for Acute Exacerbation of COPD,In-hospital mortality in acute exacerbation of COPD,"Echevarria et al., 2016",≥3 points,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1725,97,356,35,1237,1272,0.7373913043,0.07652173913,0.02751572327,0.01985032764,0.03802634529,0.05
105,107,mdcalc:10592,10592,Dehydration: Assessing Kids Accurately (DHAKA) Score,https://www.mdcalc.com/calc/10592/dehydration-assessing-kids-accurately-dhaka-score,Dehydration: Assessing Kids Accurately (DHAKA) Score,Severe dehydration in children with acute diarrhea,"Levine et al., 2016",≥4 points,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,496,60,196,10,230,240,0.4838709677,0.1411290323,0.04166666667,0.02278742271,0.0749870039,0.1
106,108,mdcalc:10046,10046,Denver HIV Risk Score,https://www.mdcalc.com/calc/10046/denver-hiv-risk-score,Denver HIV Risk Score,Newly diagnosed HIV infection,"Haukoos et al., 2015",≥30 points,"Diagnosis, Prognosis",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,4830941,27056,3058784,3024,1742077,1745101,0.3612341778,0.006226530194,0.001732850993,0.00167223009,0.001795665543,0.005
107,109,mdcalc:10526,10526,Drug Abuse Screening Test-10 (DAST-10),https://www.mdcalc.com/calc/10526/drug-abuse-screening-test-10-dast-10,Drug Abuse Screening Test-10 (DAST-10),Drug use disorder,"Evren et al., 2013",≥4 points,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,258,219,3,4,32,36,0.1395348837,0.8643410853,0.1111111111,0.044066403,0.2531480859,
108,110,mdcalc:4050,4050,Drug Resistance in Pneumonia (DRIP) Score,https://www.mdcalc.com/calc/4050/drug-resistance-pneumonia-drip-score,Drug Resistance in Pneumonia (DRIP) Score,Community-acquired pneumonia caused by a drug-resistant pathogen,"Fadrian et al., 2021",≥4 points,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,254,73,11,30,140,170,0.6692913386,0.405511811,0.1764705882,0.1265013893,0.240738159,
109,111,mdcalc:1731,1731,Duke Criteria for Infective Endocarditis,https://www.mdcalc.com/calc/1731/duke-criteria-infective-endocarditis,Duke Criteria for Infective Endocarditis,Infective endocarditis,"van der Vaart et al., 2024",Definite IE = positive; possible/rejected IE = negative,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,595,299,10,100,186,286,0.4806722689,0.6705882353,0.3496503497,0.2967086574,0.4065774068,
110,112,mdcalc:3818,3818,Dutch Criteria for Familial Hypercholesterolemia (FH),https://www.mdcalc.com/calc/3818/dutch-criteria-familial-hypercholesterolemia-fh,Dutch Criteria for Familial Hypercholesterolemia (FH),Genetically confirmed familial hypercholesterolemia,"Performance of LDL-C Only Compared With the Dutch Lipid Clinic Network Score, 2025","DLCN score ≥6; calculated before genetic results, with a pathogenic FH variant as the reference standard",Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,426,50,53,43,280,323,0.7582159624,0.2183098592,0.133126935,0.1003583055,0.1745194873,0.2
111,113,mdcalc:10553,10553,Dutch-English LEMS Tumor Association Prediction (DELTA-P) Score,https://www.mdcalc.com/calc/10553/dutch-english-lems-tumor-association-prediction-delta-p-score,Dutch-English LEMS Tumor Association Prediction (DELTA-P) Score,Small-cell lung cancer in Lambert-Eaton myasthenic syndrome,"Maddison et al., 2020",DELTA-P ≥3 (high tumor risk),Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,87,32,11,12,32,44,0.5057471264,0.5057471264,0.2727272727,0.1634638162,0.4184887309,
112,114,mdcalc:10171,10171,ED-SAFE Patient Safety Screener 3 (PSS-3),https://www.mdcalc.com/calc/10171/patient-safety-screener-3-pss-3,ED-SAFE Patient Safety Screener 3 (PSS-3),Suicide risk,"Boudreaux et al., 2015",Positive active suicidal ideation and/or lifetime suicide attempt; BSSI reference standard,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,492,76,6,0,410,410,0.8333333333,0.1544715447,0,0,0.009282440748,0.01
113,115,mdcalc:10466,10466,Edinburgh Postnatal Depression Scale,https://www.mdcalc.com/calc/10466/edinburgh-postnatal-depression-scale-epds,Edinburgh Postnatal Depression Scale (EPDS),Major or minor postnatal depression,"Cox et al., 1987",EPDS ≥13 (12/13 cutoff); Research Diagnostic Criteria interview reference,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,84,30,11,5,38,43,0.5119047619,0.4166666667,0.1162790698,0.0507042774,0.2447916181,
114,116,mdcalc:3948,3948,EGSYS Syncope Score,https://www.mdcalc.com/calc/3948/egsys-evaluation-guidelines-syncope-study-score-syncope,EGSYS (Evaluation of Guidelines in SYncope Study) Score for Syncope,"Acute Coronary Syndrome, Atrial Fibrillation, Stroke / Transient Ischemic Attack (TIA)","Del Rosso et al., Clinical predictors of cardiac syncope at initial evaluation: the EGSYS score. Heart, 2008.",EGSYS >3,"Diagnosis, Prognosis",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,256,24,71,2,159,161,0.62890625,0.1015625,0.01242236025,0.003413296097,0.04415640437,0.05
115,117,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,El-Ganzouri Risk Index (EGRI) for Difficult Airway,Difficult laryngoscopy (Cormack–Lehane III–IV),"Corrente et al., 2020",EGRI ≥4,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,240,23,35,25,157,182,0.7583333333,0.2,0.1373626374,0.09480323896,0.1949139165,0.2
116,118,mdcalc:1858,1858,EDACS,https://www.mdcalc.com/calc/1858/emergency-department-assessment-chest-pain-score-edacs,Emergency Department Assessment of Chest Pain Score (EDACS),30-day major adverse cardiac events (MACE),"Stopyra et al., 2015","High risk: EDACS ≥16, ischemic ECG, or positive serial troponin; low risk requires EDACS <16, nonischemic ECG, and negative 0- and 2-hour troponins",Rule Out,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,282,15,79,2,186,188,0.6666666667,0.06028368794,0.01063829787,0.002922269566,0.03795241346,0.05
117,119,mdcalc:1755,1755,Emergency Heart Failure Mortality Risk Grade (EHMRG),https://www.mdcalc.com/calc/1755/emergency-heart-failure-mortality-risk-grade-ehmrg,Emergency Heart Failure Mortality Risk Grade (EHMRG),Seven-day all-cause mortality in acute heart failure,"Sepehrvand et al., 2019",EHMRG ≥18.0 (risk category 4 or higher),Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,6708,323,4354,24,2007,2031,0.3027728086,0.05172927847,0.011816839,0.007953675851,0.01752322732,0.02
118,120,mdcalc:10612,10612,Eosinophilic Esophagitis Endoscopic Reference Score (EREFS),https://www.mdcalc.com/calc/10612/eosinophilic-esophagitis-endoscopic-reference-score-erefs,Eosinophilic Esophagitis Endoscopic Reference Score (EREFS),Biopsy-confirmed eosinophilic esophagitis,"Park et al., 2024",EREFS ≥2,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,204,81,14,21,88,109,0.5343137255,0.5,0.1926605505,0.1296073344,0.2766392641,
119,121,mdcalc:10015,10015,EPIPHANY Index for Pulmonary Embolism (PE) in Cancer,https://www.mdcalc.com/calc/10015/epiphany-index-pulmonary-embolism-pe-cancer,EPIPHANY Index for Pulmonary Embolism (PE) in Cancer,Serious complication within 15 days of cancer-associated PE,"Sánchez-Cánovas et al., 2023",High-risk EPIPHANY classification versus low/intermediate risk,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,900,90,349,17,444,461,0.5122222222,0.1188888889,0.03687635575,0.02314922013,0.05825801691,0.1
120,122,mdcalc:10179,10179,European System for Cardiac Operative Risk Evaluation (EuroSCORE) II,https://www.mdcalc.com/calc/10179/european-system-cardiac-operative-risk-evaluation-euroscore-ii,European System for Cardiac Operative Risk Evaluation (EuroSCORE) II,Operative mortality following cardiac surgery,"Ranjan et al., 2019",EuroSCORE II predicted mortality ≥10%,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,865,19,72,13,761,774,0.8947976879,0.03699421965,0.01679586563,0.00984146324,0.02852298556,0.05
121,123,mdcalc:3906,3906,EUTOS Score,https://www.mdcalc.com/calc/3906/eutos-score-chronic-myelogenous-leukemia-cml,EUTOS Score for Chronic Myelogenous Leukemia (CML),Failure to achieve complete cytogenetic response at 6 months,"Delgado et al., 2021",EUTOS >87 (high risk),Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,133,22,20,25,66,91,0.6842105263,0.3533834586,0.2747252747,0.1935517833,0.3741478229,
122,124,mdcalc:10175,10175,EVendo Score for Esophageal Varices,https://www.mdcalc.com/calc/10175/evendo-score-esophageal-varices,EVendo Score for Esophageal Varices,Gastroesophageal varices needing treatment,"Alswat et al., 2022",EVendo >3.90 predicts VNT; ≤3.90 rules out VNT,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,103,10,60,2,31,33,0.3203883495,0.1165048544,0.06060606061,0.01678088309,0.1960624481,0.2
123,125,mdcalc:10629,10629,FACE DROPS,https://www.mdcalc.com/calc/10629/face-drops,FACE DROPS,Lyme disease–associated facial palsy,"McEntire et al., 2025",FACE DROPS ≥5 predicts Lyme disease–associated facial palsy,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,285,62,5,14,204,218,0.7649122807,0.2666666667,0.06422018349,0.0386365235,0.1048959748,0.2
124,126,mdcalc:10001,10001,Fatty Liver Index,https://www.mdcalc.com/calc/10001/fatty-liver-index,Fatty Liver Index,Nonalcoholic fatty liver disease,"Niknejad et al., 2024",FLI ≥40.6,"Diagnosis, Prognosis",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,367,142,57,52,116,168,0.4577656676,0.5286103542,0.3095238095,0.2445305297,0.3830331535,
125,127,mdcalc:4024,4024,Fetal Biophysical Profile (BPP) Score,https://www.mdcalc.com/calc/4024/fetal-biophysical-profile-bpp-score,Fetal Biophysical Profile (BPP) Score,Antepartum fetal acidemia,"Manning et al., 1993",BPP ≤6 predicting umbilical venous pH <7.25,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,493,36,52,0,405,405,0.8215010142,0.07302231237,0,8.67361738e-19,0.009395962023,0.01
126,128,mdcalc:3316,3316,FeverPAIN Score for Strep Pharyngitis,https://www.mdcalc.com/calc/3316/feverpain-score-strep-pharyngitis,FeverPAIN Score for Strep Pharyngitis,"Group A, C, or G streptococcal pharyngitis","Seeley et al., 2021",FeverPAIN ≥4,"Diagnosis, Rule Out, Treatment",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,502,3,8,78,413,491,0.9780876494,0.1613545817,0.1588594705,0.1291916365,0.1938238586,0.2
127,129,mdcalc:2200,2200,FIB-4 Index,https://www.mdcalc.com/calc/2200/fibrosis-4-fib-4-index-liver-fibrosis,Fibrosis-4 (FIB-4) Index for Liver Fibrosis,Significant liver fibrosis in chronic hepatitis B (METAVIR F2–F4),"Koksal et al., 2017",FIB-4 >3.25,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,201,12,0,61,128,189,0.9402985075,0.3631840796,0.3227513228,0.2602011357,0.3923632018,
128,130,mdcalc:10508,10508,Fibrotic NASH Index (FNI),https://www.mdcalc.com/calc/10508/fibrotic-nash-index-fni,Fibrotic NASH Index (FNI),Biopsy-confirmed fibrotic NASH (NAS ≥4 and fibrosis ≥F2),"Tavaglione et al., 2023",FNI ≥0.33,Rule Out,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,264,28,21,26,189,215,0.8143939394,0.2045454545,0.1209302326,0.08387692208,0.1712916329,0.2
